name,build_time
t3_c3_2r4s1o,1.087674
t3_c3_2r64s1o,1.175954
t3_c3_2r8s1o,1.166230
t3_c3_3r127s1o,3.530232
t3_c3_3r16s1o,1.156712
t3_c3_3r16s2o,0.935354
t3_c3_3r2s1o,1.121208
t3_c3_3r2s1orect,1.137255
t3_c3_3r2s2o,1.116729
t3_c3_3r32s1o,2.980172
t3_c3_3r32s2o,1.306332
t3_c3_3r4s1o,0.845949
t3_c3_3r4s2o,0.783609
t3_c3_3r64s1o,4.199245
t3_c3_3r7s1o,1.206975
t3_c3_3r8s1o,1.211729
t3_c3_3r8s2o,1.135727
t3_c3_4r16s1o,3.108776
t3_c3_4r16s2o,1.533191
t3_c3_4r16s3o,1.530983
t3_c3_4r2s1o,1.155813
t3_c3_4r2s2o,1.167077
t3_c3_4r2s2omixed,1.146460
t3_c3_4r2s3o,1.162899
t3_c3_4r31s2o,2.798845
t3_c3_4r3s1o,1.229796
t3_c3_4r3s2o,1.226241
t3_c3_4r4s1o,1.128358
t3_c3_4r4s2o,1.241767
t3_c3_4r4s3o,1.162043
t3_c3_4r7s1o,1.927556
t3_c3_4r7s2o,1.200079
t3_c3_4r8s1o,2.813963
t3_c3_4r8s1operm,2.717542
t3_c3_4r8s1operm2,2.737022
t3_c3_4r8s2o,1.214262
t3_c3_4r8s3o,0.804409
t3_c3_5r15s2o,3.158232
t3_c3_5r16s1o,4.266759
t3_c3_5r16s2o,3.394719
t3_c3_5r2s1o,0.813064
t3_c3_5r2s2o,1.141092
t3_c3_5r2s3o,1.136919
t3_c3_5r2s4o,1.137471
t3_c3_5r3s1o,1.140868
t3_c3_5r3s2o,1.161042
t3_c3_5r3s3o,1.184329
t3_c3_5r3s4o,1.134895
t3_c3_5r4s1o,1.528062
t3_c3_5r4s1ostride,1.150496
t3_c3_5r4s2o,1.290424
t3_c3_5r4s2operm,0.990484
t3_c3_5r4s3o,0.768611
t3_c3_5r4s4o,0.792504
t3_c3_5r7s2o,1.620297
t3_c3_5r8s1o,2.714994
t3_c3_5r8s2o,3.040025
t3_c3_5r8s3o,1.357790
t3_c3_5r8s4o,1.348913
t3_c3_6r15s3o,2.886110
t3_c3_6r16s5o,2.857483
t3_c3_6r2s1o,1.124342
t3_c3_6r2s2o,1.136740
t3_c3_6r2s3o,1.032448
t3_c3_6r2s5o,0.962862
t3_c3_6r3s1o,1.194009
t3_c3_6r3s2o,0.773506
t3_c3_6r3s3o,0.739431
t3_c3_6r4s1o,2.569061
t3_c3_6r4s2o,1.512612
t3_c3_6r4s2ostride,1.996293
t3_c3_6r4s3o,0.876549
t3_c3_6r4s5o,1.193340
t3_c3_6r5s1o,2.570223
t3_c3_6r5s2o,2.709405
t3_c3_6r5s3o,1.102878
t3_c3_6r7s3o,1.927095
t3_c3_6r8s2o,3.360019
t3_c3_6r8s3o,2.426900
t3_c3_6r8s5o,2.806718
t3_c3_7r4s6o,1.333102
t3_c3_8r2s7o,1.291599
t3_c3_8r4s7o,1.745184
t3_c3_8r8s7o,2.060675
t3_c3_rect0,3.060895
t3_c3_rect1,3.147064
